id,user,text,rating,created_at
2561,user003,무난합니다 그냥 평타 😡,,2026/02/20 13:25
2566,user029,재구매 의사 100% 강추합니다 👍,4,2026/04/20 15:05
2571,user016,협찬 받아 작성한 후기입니다. 사이즈도 딱 맞고 마감이 깔끔해요 🙏,5,2026/05/10 11:12
2576,user088,구매처: http://shop.example.com 방문하세요 색감이 사진이랑 똑같아서 만족합니다 👍,4,2026/04/04 17:22
2581,user010,재구매 의사 100% 강추합니다 🙏 https://example.com/event,4,2026/03/07 16:08
2586,user053,생각보다 너무 작고 부실해요 😍 http://bit.ly/abc123,,2026/05/05 18:26
2591,user111,포장도 꼼꼼하고 품질이 기대 이상이에요 🙏,5,2026/05/10 22:41
2596,user097,포장도 꼼꼼하고 품질이 기대 이상이에요 ㅠㅠ,4,2026/02/14 14:43
2601,user115,색감이 사진이랑 똑같아서 만족합니다 🔥,4,2026/06/21 01:34
2606,user078,협찬 받아 작성한 후기입니다. 배송이 정말 빨라서 깜짝 놀랐어요 🙏,4,2026/05/23 17:41
2611,user052,가성비 최고입니다 또 살게요 😍 http://bit.ly/abc123,4,2026/06/05 03:29
2616,user001,가성비 최고입니다 또 살게요 🙏,4,2026/05/19 15:08
2621,user101,고객센터 연결도 안 되고 최악이에요,2,2026/06/14 03:43
2626,user037,[광고] 지금 구매하면 사은품 증정! 가격대비 그럭저럭이에요 🙏,3,2026/04/22 07:26
2631,user087,협찬 받아 작성한 후기입니다. 사진과 색이 완전히 달라서 실망했어요 😡 https://example.com/event,2,2026/02/26 04:01
2636,user117,협찬 받아 작성한 후기입니다. 사이즈도 딱 맞고 마감이 깔끔해요 🔥 https://example.com/event,4,2026/02/13 19:45
2641,user087,가성비 최고입니다 또 살게요,4,2026/06/14 16:04
2646,user062,한 번 쓰고 고장났습니다 환불 원해요 🙏,2,2026/04/28 04:42
2651,user078,포장도 꼼꼼하고 품질이 기대 이상이에요 🙏,5,2026/04/13 09:01
2656,user083,아직 잘 모르겠어요 더 써봐야 할 듯 🙏,3,2026/01/25 04:37
2661,user095,구매처: http://shop.example.com 방문하세요 사이즈도 딱 맞고 마감이 깔끔해요 👍 https://example.com/event,5,2026/06/10 00:44
2666,user107,아직 잘 모르겠어요 더 써봐야 할 듯 😡,3,2026/04/07 13:25
2671,user098,생각보다 너무 작고 부실해요 👍 http://bit.ly/abc123,1,2026/05/25 06:36
2676,user098,협찬 받아 작성한 후기입니다. 고객센터 연결도 안 되고 최악이에요 🙏,1,2026/03/07 02:51
2681,user090,구매처: http://shop.example.com 방문하세요 아직 잘 모르겠어요 더 써봐야 할 듯 🔥,3,2026/01/25 13:08
2686,user106,구매처: http://shop.example.com 방문하세요 배송이 정말 빨라서 깜짝 놀랐어요 http://bit.ly/abc123,5,2026/05/18 04:58
2691,user025,포장도 꼼꼼하고 품질이 기대 이상이에요 http://bit.ly/abc123,5,2026/01/17 22:12
2696,user087,재구매 의사 100% 강추합니다 http://bit.ly/abc123,4,2026/04/14 15:07
2701,user089,사진과 색이 완전히 달라서 실망했어요 👍 http://bit.ly/abc123,1,2026/04/22 11:19
2706,user077,배송이 일주일이나 걸렸습니다 별로 🙏,1,2026/01/15 23:32
2711,user055,사진과 색이 완전히 달라서 실망했어요,2,2026/04/03 07:28
2716,user054,구매처: http://shop.example.com 방문하세요 가성비 최고입니다 또 살게요,4,2026/01/22 09:11
2721,user050,[광고] 지금 구매하면 사은품 증정! 가격대비 그럭저럭이에요 😍 https://example.com/event,3,2026/03/20 07:17
2726,user110,가성비 최고입니다 또 살게요,4,2026/04/26 10:26
2731,user083,한 번 쓰고 고장났습니다 환불 원해요,1,2026/01/16 02:27
2736,user077,[광고] 지금 구매하면 사은품 증정! 포장도 꼼꼼하고 품질이 기대 이상이에요 🙏 http://bit.ly/abc123,5,2026/06/24 05:20
2741,user118,구매처: http://shop.example.com 방문하세요 사이즈도 딱 맞고 마감이 깔끔해요 🙏,5,2026/06/02 17:47
2746,user022,[광고] 지금 구매하면 사은품 증정! 포장도 꼼꼼하고 품질이 기대 이상이에요 http://bit.ly/abc123,4,2026/03/25 17:55
2751,user086,냄새가 너무 심해서 못 쓰겠어요 😍 https://example.com/event,1,2026/01/01 20:12
2756,user030,협찬 받아 작성한 후기입니다. 색감이 사진이랑 똑같아서 만족합니다 ㅠㅠ,4,2026/02/09 06:30
2761,user076,[광고] 지금 구매하면 사은품 증정! 포장도 꼼꼼하고 품질이 기대 이상이에요 👍,,2026/05/11 08:08
2766,user065,포장도 꼼꼼하고 품질이 기대 이상이에요 🔥,4,2026/04/01 21:06
2771,user023,사이즈도 딱 맞고 마감이 깔끔해요 🔥 https://example.com/event,4,2026/04/28 09:32
2776,user088,협찬 받아 작성한 후기입니다. 가성비 최고입니다 또 살게요 😡,4,2026/03/07 20:38
2781,user109,가성비 최고입니다 또 살게요 🔥,5,2026/02/15 23:29
2786,user044,사진과 색이 완전히 달라서 실망했어요 🔥 https://example.com/event,1,2026/02/07 21:08
2791,user060,사이즈도 딱 맞고 마감이 깔끔해요 🙏,5,2026/06/19 13:25
2796,user108,색감이 사진이랑 똑같아서 만족합니다 👍,5,2026/01/09 14:46
2801,user063,사진과 색이 완전히 달라서 실망했어요 🔥,1,2026/05/20 10:21
2806,user041,가성비 최고입니다 또 살게요,4,2026/02/16 06:18
2811,user079,가격대비 그럭저럭이에요,3,2026/05/09 10:09
2816,user082,생각보다 너무 작고 부실해요 👍,2,2026/06/21 11:31
2821,user052,포장도 꼼꼼하고 품질이 기대 이상이에요 ㅠㅠ https://example.com/event,5,2026/06/20 10:02
2826,user097,구매처: http://shop.example.com 방문하세요 색감이 사진이랑 똑같아서 만족합니다 🙏,4,2026/04/03 18:39
2831,user052,한 번 쓰고 고장났습니다 환불 원해요 ㅠㅠ,1,2026/06/17 23:49
2836,user011,[광고] 지금 구매하면 사은품 증정! 사진과 색이 완전히 달라서 실망했어요 👍 http://bit.ly/abc123,1,2026/04/11 11:43
2841,user051,구매처: http://shop.example.com 방문하세요 생각보다 너무 작고 부실해요 😍,1,2026/02/27 01:05
2846,user045,구매처: http://shop.example.com 방문하세요 포장도 꼼꼼하고 품질이 기대 이상이에요 ㅠㅠ https://example.com/event,5,2026/02/19 04:57
2851,user078,협찬 받아 작성한 후기입니다. 가성비 최고입니다 또 살게요 😡 http://bit.ly/abc123,5,2026/03/13 15:41
2856,user093,냄새가 너무 심해서 못 쓰겠어요 http://bit.ly/abc123,1,2026/05/09 20:50
2861,user047,고객센터 연결도 안 되고 최악이에요 🙏,2,2026/04/17 10:25
2866,user014,고객센터 연결도 안 되고 최악이에요 http://bit.ly/abc123,,2026/03/13 18:28
2871,user068,냄새가 너무 심해서 못 쓰겠어요 😡,1,2026/03/11 21:06
2876,user052,포장도 꼼꼼하고 품질이 기대 이상이에요 ㅠㅠ,4,2026/06/08 10:30
2881,user014,구매처: http://shop.example.com 방문하세요 사이즈도 딱 맞고 마감이 깔끔해요 😍 https://example.com/event,4,2026/05/16 20:34
2886,user018,냄새가 너무 심해서 못 쓰겠어요 http://bit.ly/abc123,2,2026/02/01 02:16
2891,user109,협찬 받아 작성한 후기입니다. 아직 잘 모르겠어요 더 써봐야 할 듯 http://bit.ly/abc123,3,2026/05/13 17:03
2896,user025,생각보다 너무 작고 부실해요 🔥,1,2026/04/18 04:37
2901,user033,[광고] 지금 구매하면 사은품 증정! 가성비 최고입니다 또 살게요 🙏 http://bit.ly/abc123,5,2026/04/19 06:49
2906,user034,협찬 받아 작성한 후기입니다. 냄새가 너무 심해서 못 쓰겠어요 👍 https://example.com/event,2,2026/01/25 17:29
2911,user021,배송이 정말 빨라서 깜짝 놀랐어요 http://bit.ly/abc123,5,2026/04/02 14:38
2916,user067,색감이 사진이랑 똑같아서 만족합니다 😍 https://example.com/event,5,2026/02/14 17:30
2921,user052,구매처: http://shop.example.com 방문하세요 배송이 일주일이나 걸렸습니다 별로 ㅠㅠ https://example.com/event,,2026/06/01 12:36
2926,user103,가성비 최고입니다 또 살게요 ㅠㅠ,5,2026/01/16 17:55
2931,user055,재구매 의사 100% 강추합니다 😡 http://bit.ly/abc123,4,2026/01/08 06:48
2936,user036,협찬 받아 작성한 후기입니다. 배송이 정말 빨라서 깜짝 놀랐어요 😡,5,2026/02/27 01:14
2941,user109,사이즈도 딱 맞고 마감이 깔끔해요 😡 https://example.com/event,4,2026/04/22 04:01
2946,user015,구매처: http://shop.example.com 방문하세요 아직 잘 모르겠어요 더 써봐야 할 듯 🙏 http://bit.ly/abc123,3,2026/03/06 09:35
2951,user074,가격대비 그럭저럭이에요,3,2026/01/25 07:17
2956,user024,가성비 최고입니다 또 살게요 https://example.com/event,4,2026/04/10 02:16
2961,user108,배송이 일주일이나 걸렸습니다 별로,1,2026/04/14 02:55
2966,user043,협찬 받아 작성한 후기입니다. 아직 잘 모르겠어요 더 써봐야 할 듯 🙏,3,2026/04/07 07:52
2971,user035,구매처: http://shop.example.com 방문하세요 사진과 색이 완전히 달라서 실망했어요 🙏,2,2026/06/23 01:17
2976,user003,가격대비 그럭저럭이에요 😍 http://bit.ly/abc123,3,2026/04/04 23:26
2981,user068,배송이 정말 빨라서 깜짝 놀랐어요 😍 https://example.com/event,4,2026/05/18 03:34
2986,user029,배송이 정말 빨라서 깜짝 놀랐어요 👍,5,2026/01/25 12:38
2991,user018,한 번 쓰고 고장났습니다 환불 원해요 😍,1,2026/03/17 11:27
2996,user031,무난합니다 그냥 평타 🙏 https://example.com/event,3,2026/05/17 15:08
3001,user042,협찬 받아 작성한 후기입니다. 한 번 쓰고 고장났습니다 환불 원해요 🔥,1,2026/06/13 01:00
3006,user061,협찬 받아 작성한 후기입니다. 재구매 의사 100% 강추합니다 😡,5,2026/04/20 10:53
3011,user049,[광고] 지금 구매하면 사은품 증정! 고객센터 연결도 안 되고 최악이에요 😍 http://bit.ly/abc123,1,2026/06/22 19:09
3016,user065,아직 잘 모르겠어요 더 써봐야 할 듯 http://bit.ly/abc123,3,2026/04/17 06:04
3021,user051,[광고] 지금 구매하면 사은품 증정! 사진과 색이 완전히 달라서 실망했어요 http://bit.ly/abc123,1,2026/02/03 21:53
3026,user120,재구매 의사 100% 강추합니다 👍,5,2026/01/15 16:06
3031,user050,냄새가 너무 심해서 못 쓰겠어요 😡 http://bit.ly/abc123,1,2026/06/04 23:39
3036,user083,한 번 쓰고 고장났습니다 환불 원해요 http://bit.ly/abc123,1,2026/01/16 07:52
3041,user050,구매처: http://shop.example.com 방문하세요 고객센터 연결도 안 되고 최악이에요,1,2026/01/01 01:42
3046,user093,색감이 사진이랑 똑같아서 만족합니다 😡 http://bit.ly/abc123,4,2026/04/03 19:08
3051,user117,협찬 받아 작성한 후기입니다. 가성비 최고입니다 또 살게요 😍 https://example.com/event,5,2026/01/06 12:56
3056,user119,가성비 최고입니다 또 살게요 🙏,5,2026/03/19 03:44
3061,user119,[광고] 지금 구매하면 사은품 증정! 배송이 정말 빨라서 깜짝 놀랐어요 🙏,4,2026/04/01 06:45
3066,user024,구매처: http://shop.example.com 방문하세요 배송이 일주일이나 걸렸습니다 별로 ㅠㅠ,2,2026/01/16 04:00
3071,user096,협찬 받아 작성한 후기입니다. 무난합니다 그냥 평타 👍 http://bit.ly/abc123,,2026/06/17 07:00
3076,user043,사진과 색이 완전히 달라서 실망했어요 🔥,,2026/06/21 03:31
3081,user096,아직 잘 모르겠어요 더 써봐야 할 듯 😡,3,2026/06/07 19:23
3086,user006,아직 잘 모르겠어요 더 써봐야 할 듯 🔥,3,2026/03/24 11:36
3091,user010,구매처: http://shop.example.com 방문하세요 재구매 의사 100% 강추합니다 🙏 https://example.com/event,4,2026/02/22 16:40
3096,user076,생각보다 너무 작고 부실해요 https://example.com/event,1,2026/03/20 18:39
3101,user086,포장도 꼼꼼하고 품질이 기대 이상이에요 👍 https://example.com/event,5,2026/05/03 12:30
3106,user088,협찬 받아 작성한 후기입니다. 생각보다 너무 작고 부실해요,1,2026/04/11 06:10
3111,user119,협찬 받아 작성한 후기입니다. 색감이 사진이랑 똑같아서 만족합니다,4,2026/06/20 02:40
3116,user025,협찬 받아 작성한 후기입니다. 사진과 색이 완전히 달라서 실망했어요 😍 https://example.com/event,1,2026/05/24 19:03
3121,user010,협찬 받아 작성한 후기입니다. 색감이 사진이랑 똑같아서 만족합니다 https://example.com/event,5,2026/05/21 06:43
3126,user071,[광고] 지금 구매하면 사은품 증정! 사이즈도 딱 맞고 마감이 깔끔해요 😍 https://example.com/event,4,2026/01/10 08:26
3131,user020,가격대비 그럭저럭이에요 🙏,3,2026/04/17 01:50
3136,user079,[광고] 지금 구매하면 사은품 증정! 생각보다 너무 작고 부실해요,2,2026/05/22 08:35
3141,user014,[광고] 지금 구매하면 사은품 증정! 가격대비 그럭저럭이에요 https://example.com/event,3,2026/04/18 23:23
3146,user052,고객센터 연결도 안 되고 최악이에요 😍,2,2026/03/04 11:49
3151,user043,포장도 꼼꼼하고 품질이 기대 이상이에요 🔥 https://example.com/event,4,2026/01/19 19:36
3156,user064,구매처: http://shop.example.com 방문하세요 사이즈도 딱 맞고 마감이 깔끔해요 😍 http://bit.ly/abc123,5,2026/06/05 00:21
3161,user108,협찬 받아 작성한 후기입니다. 사진과 색이 완전히 달라서 실망했어요 😍 https://example.com/event,2,2026/04/20 16:33
3166,user053,한 번 쓰고 고장났습니다 환불 원해요,2,2026/05/26 12:08
3171,user041,가성비 최고입니다 또 살게요 https://example.com/event,5,2026/06/10 11:39
3176,user118,[광고] 지금 구매하면 사은품 증정! 냄새가 너무 심해서 못 쓰겠어요 😍,2,2026/01/07 13:24
3181,user028,색감이 사진이랑 똑같아서 만족합니다,5,2026/03/17 11:45
3186,user036,색감이 사진이랑 똑같아서 만족합니다 http://bit.ly/abc123,5,2026/05/22 08:47
3191,user032,[광고] 지금 구매하면 사은품 증정! 사이즈도 딱 맞고 마감이 깔끔해요 😡,5,2026/03/14 17:39
3196,user066,협찬 받아 작성한 후기입니다. 고객센터 연결도 안 되고 최악이에요 https://example.com/event,2,2026/03/27 09:57
3201,user031,[광고] 지금 구매하면 사은품 증정! 배송이 일주일이나 걸렸습니다 별로 👍 http://bit.ly/abc123,2,2026/02/24 02:50
3206,user091,구매처: http://shop.example.com 방문하세요 생각보다 너무 작고 부실해요 👍 http://bit.ly/abc123,1,2026/03/16 02:12
3211,user086,재구매 의사 100% 강추합니다,4,2026/02/07 10:25
3216,user051,[광고] 지금 구매하면 사은품 증정! 배송이 정말 빨라서 깜짝 놀랐어요 ㅠㅠ,5,2026/03/02 22:31
3221,user032,한 번 쓰고 고장났습니다 환불 원해요 👍,2,2026/02/23 14:03
3226,user101,협찬 받아 작성한 후기입니다. 무난합니다 그냥 평타,3,2026/01/07 09:33
3231,user001,[광고] 지금 구매하면 사은품 증정! 색감이 사진이랑 똑같아서 만족합니다 ㅠㅠ http://bit.ly/abc123,4,2026/05/04 03:47
3236,user026,배송이 일주일이나 걸렸습니다 별로 http://bit.ly/abc123,2,2026/03/26 21:17
3241,user009,냄새가 너무 심해서 못 쓰겠어요 🔥,1,2026/02/14 22:50
3246,user040,가격대비 그럭저럭이에요 https://example.com/event,3,2026/04/19 21:50
3251,user114,구매처: http://shop.example.com 방문하세요 무난합니다 그냥 평타 🔥,3,2026/05/07 20:13
3256,user059,[광고] 지금 구매하면 사은품 증정! 사이즈도 딱 맞고 마감이 깔끔해요 👍,4,2026/03/26 09:11
3261,user047,무난합니다 그냥 평타 👍,3,2026/04/03 13:19
3266,user008,색감이 사진이랑 똑같아서 만족합니다 😍,5,2026/04/26 09:43
3271,user098,협찬 받아 작성한 후기입니다. 색감이 사진이랑 똑같아서 만족합니다,4,2026/01/15 08:49
3276,user107,협찬 받아 작성한 후기입니다. 가격대비 그럭저럭이에요 🙏,3,2026/02/16 21:11
3281,user074,재구매 의사 100% 강추합니다 https://example.com/event,5,2026/06/13 17:01
3286,user048,가격대비 그럭저럭이에요 👍,3,2026/01/08 05:06
3291,user054,구매처: http://shop.example.com 방문하세요 배송이 일주일이나 걸렸습니다 별로 👍,2,2026/02/20 19:16
3296,user055,구매처: http://shop.example.com 방문하세요 재구매 의사 100% 강추합니다 👍,5,2026/06/13 00:51
3301,user105,[광고] 지금 구매하면 사은품 증정! 냄새가 너무 심해서 못 쓰겠어요 ㅠㅠ http://bit.ly/abc123,1,2026/02/23 08:26
3306,user083,협찬 받아 작성한 후기입니다. 생각보다 너무 작고 부실해요,1,2026/05/27 21:24
3311,user044,[광고] 지금 구매하면 사은품 증정! 생각보다 너무 작고 부실해요 😍,2,2026/01/25 07:46
3316,user048,포장도 꼼꼼하고 품질이 기대 이상이에요,5,2026/05/02 12:47
3321,user020,사진과 색이 완전히 달라서 실망했어요,1,2026/05/08 06:52
3326,user009,[광고] 지금 구매하면 사은품 증정! 배송이 일주일이나 걸렸습니다 별로 😡,1,2026/05/03 03:42
3331,user102,포장도 꼼꼼하고 품질이 기대 이상이에요 http://bit.ly/abc123,4,2026/04/27 01:56
3336,user084,생각보다 너무 작고 부실해요 🔥 https://example.com/event,2,2026/04/14 05:20
3341,user081,구매처: http://shop.example.com 방문하세요 사진과 색이 완전히 달라서 실망했어요 😡,1,2026/06/14 15:41
3346,user012,생각보다 너무 작고 부실해요 👍 http://bit.ly/abc123,2,2026/02/24 03:32
3351,user111,협찬 받아 작성한 후기입니다. 배송이 일주일이나 걸렸습니다 별로 🙏,1,2026/06/24 16:05
3356,user047,구매처: http://shop.example.com 방문하세요 냄새가 너무 심해서 못 쓰겠어요,1,2026/02/18 23:33
3361,user011,[광고] 지금 구매하면 사은품 증정! 무난합니다 그냥 평타,3,2026/03/10 11:09
3366,user120,배송이 정말 빨라서 깜짝 놀랐어요 😡,4,2026/02/04 11:36
3371,user058,구매처: http://shop.example.com 방문하세요 색감이 사진이랑 똑같아서 만족합니다 😡,,2026/04/23 04:10
3376,user036,협찬 받아 작성한 후기입니다. 사이즈도 딱 맞고 마감이 깔끔해요 🔥,5,2026/05/18 02:07
3381,user023,색감이 사진이랑 똑같아서 만족합니다 😡 http://bit.ly/abc123,4,2026/04/13 14:27
3386,user033,구매처: http://shop.example.com 방문하세요 아직 잘 모르겠어요 더 써봐야 할 듯 😍,3,2026/04/20 05:48
3391,user061,협찬 받아 작성한 후기입니다. 냄새가 너무 심해서 못 쓰겠어요 ㅠㅠ http://bit.ly/abc123,2,2026/01/22 20:23
3396,user114,협찬 받아 작성한 후기입니다. 냄새가 너무 심해서 못 쓰겠어요 👍 https://example.com/event,2,2026/04/02 05:24
3401,user113,구매처: http://shop.example.com 방문하세요 냄새가 너무 심해서 못 쓰겠어요 👍,2,2026/01/08 14:51
3406,user038,냄새가 너무 심해서 못 쓰겠어요 😡,2,2026/04/15 08:41
3411,user033,협찬 받아 작성한 후기입니다. 배송이 일주일이나 걸렸습니다 별로 https://example.com/event,1,2026/02/11 14:55
3416,user043,배송이 일주일이나 걸렸습니다 별로 😡,1,2026/06/17 00:31
3421,user067,협찬 받아 작성한 후기입니다. 한 번 쓰고 고장났습니다 환불 원해요 https://example.com/event,2,2026/03/24 19:32
3426,user004,배송이 정말 빨라서 깜짝 놀랐어요 🙏,4,2026/01/05 20:38
3431,user110,가성비 최고입니다 또 살게요 😍 https://example.com/event,4,2026/02/19 11:55
3436,user120,[광고] 지금 구매하면 사은품 증정! 사이즈도 딱 맞고 마감이 깔끔해요 👍 http://bit.ly/abc123,,2026/04/20 11:22
3441,user054,포장도 꼼꼼하고 품질이 기대 이상이에요 ㅠㅠ,5,2026/04/09 23:54
3446,user080,포장도 꼼꼼하고 품질이 기대 이상이에요 👍 http://bit.ly/abc123,5,2026/03/27 11:59
3451,user074,협찬 받아 작성한 후기입니다. 가격대비 그럭저럭이에요 https://example.com/event,,2026/05/17 17:22
3456,user056,포장도 꼼꼼하고 품질이 기대 이상이에요 https://example.com/event,5,2026/04/08 23:56
3461,user033,재구매 의사 100% 강추합니다 http://bit.ly/abc123,5,2026/04/27 19:13
3466,user030,협찬 받아 작성한 후기입니다. 색감이 사진이랑 똑같아서 만족합니다,4,2026/04/23 17:49
3471,user056,구매처: http://shop.example.com 방문하세요 색감이 사진이랑 똑같아서 만족합니다 😡,4,2026/03/07 08:51
3476,user027,무난합니다 그냥 평타 http://bit.ly/abc123,3,2026/05/04 00:25
3481,user115,[광고] 지금 구매하면 사은품 증정! 배송이 정말 빨라서 깜짝 놀랐어요,5,2026/02/04 12:35
3486,user041,사이즈도 딱 맞고 마감이 깔끔해요,5,2026/01/01 00:56
3491,user030,협찬 받아 작성한 후기입니다. 색감이 사진이랑 똑같아서 만족합니다 😍,5,2026/01/05 08:11
3496,user019,사진과 색이 완전히 달라서 실망했어요 🙏,1,2026/01/26 14:00
3501,user114,배송이 일주일이나 걸렸습니다 별로 https://example.com/event,1,2026/04/10 20:31
3506,user066,고객센터 연결도 안 되고 최악이에요,2,2026/01/24 03:01
3511,user082,아직 잘 모르겠어요 더 써봐야 할 듯 https://example.com/event,3,2026/03/20 11:24
3516,user048,고객센터 연결도 안 되고 최악이에요 ㅠㅠ,2,2026/04/20 18:37
3521,user077,협찬 받아 작성한 후기입니다. 포장도 꼼꼼하고 품질이 기대 이상이에요 😡,5,2026/06/09 17:31
3526,user090,협찬 받아 작성한 후기입니다. 포장도 꼼꼼하고 품질이 기대 이상이에요 🔥,5,2026/01/03 22:21
3531,user075,구매처: http://shop.example.com 방문하세요 사이즈도 딱 맞고 마감이 깔끔해요 👍 http://bit.ly/abc123,5,2026/02/04 00:06
3536,user033,협찬 받아 작성한 후기입니다. 무난합니다 그냥 평타,3,2026/04/20 22:44
3541,user052,협찬 받아 작성한 후기입니다. 생각보다 너무 작고 부실해요 ㅠㅠ,1,2026/01/13 16:02
3546,user117,생각보다 너무 작고 부실해요 ㅠㅠ,1,2026/05/09 16:07
3551,user042,협찬 받아 작성한 후기입니다. 재구매 의사 100% 강추합니다 😡 https://example.com/event,4,2026/05/04 13:19
3556,user055,협찬 받아 작성한 후기입니다. 아직 잘 모르겠어요 더 써봐야 할 듯 ㅠㅠ,3,2026/04/26 01:52
3561,user024,구매처: http://shop.example.com 방문하세요 무난합니다 그냥 평타 🙏,3,2026/04/12 09:56
3566,user093,재구매 의사 100% 강추합니다 👍,5,2026/04/22 18:37
3571,user013,협찬 받아 작성한 후기입니다. 사이즈도 딱 맞고 마감이 깔끔해요 🔥,4,2026/02/27 06:45
3576,user070,생각보다 너무 작고 부실해요 😍,1,2026/01/05 16:05
3581,user118,구매처: http://shop.example.com 방문하세요 사이즈도 딱 맞고 마감이 깔끔해요 🔥,5,2026/01/05 02:32
3586,user016,[광고] 지금 구매하면 사은품 증정! 색감이 사진이랑 똑같아서 만족합니다 http://bit.ly/abc123,4,2026/02/11 11:21
3591,user047,구매처: http://shop.example.com 방문하세요 배송이 일주일이나 걸렸습니다 별로 🙏,,2026/01/19 08:20
3596,user053,[광고] 지금 구매하면 사은품 증정! 가성비 최고입니다 또 살게요 🔥 http://bit.ly/abc123,,2026/02/17 10:54
3601,user098,구매처: http://shop.example.com 방문하세요 사이즈도 딱 맞고 마감이 깔끔해요,4,2026/01/04 05:18
3606,user108,[광고] 지금 구매하면 사은품 증정! 포장도 꼼꼼하고 품질이 기대 이상이에요 🙏,4,2026/04/22 13:49
3611,user115,협찬 받아 작성한 후기입니다. 생각보다 너무 작고 부실해요 🙏 http://bit.ly/abc123,1,2026/04/02 00:15
3616,user057,구매처: http://shop.example.com 방문하세요 사이즈도 딱 맞고 마감이 깔끔해요 😍 https://example.com/event,5,2026/06/08 23:48
3621,user045,구매처: http://shop.example.com 방문하세요 배송이 일주일이나 걸렸습니다 별로 🔥,1,2026/05/02 22:13
3626,user095,냄새가 너무 심해서 못 쓰겠어요 ㅠㅠ,1,2026/06/15 11:51
3631,user048,가성비 최고입니다 또 살게요 😡,4,2026/01/21 07:47
3636,user027,[광고] 지금 구매하면 사은품 증정! 사이즈도 딱 맞고 마감이 깔끔해요 😍,5,2026/04/28 21:58
3641,user027,한 번 쓰고 고장났습니다 환불 원해요 ㅠㅠ,2,2026/03/23 08:13
3646,user104,[광고] 지금 구매하면 사은품 증정! 배송이 정말 빨라서 깜짝 놀랐어요 🙏,,2026/05/12 01:30
3651,user104,협찬 받아 작성한 후기입니다. 배송이 정말 빨라서 깜짝 놀랐어요 👍,4,2026/05/25 19:33
3656,user117,구매처: http://shop.example.com 방문하세요 생각보다 너무 작고 부실해요 http://bit.ly/abc123,2,2026/04/06 07:25
3661,user035,고객센터 연결도 안 되고 최악이에요 🔥,2,2026/05/03 02:03
3666,user100,재구매 의사 100% 강추합니다 😍,4,2026/02/22 23:10
3671,user025,[광고] 지금 구매하면 사은품 증정! 아직 잘 모르겠어요 더 써봐야 할 듯 👍 https://example.com/event,3,2026/02/19 16:20
3676,user016,구매처: http://shop.example.com 방문하세요 생각보다 너무 작고 부실해요 🔥,2,2026/05/05 09:48
3681,user060,구매처: http://shop.example.com 방문하세요 색감이 사진이랑 똑같아서 만족합니다 ㅠㅠ,4,2026/06/23 12:24
3686,user063,재구매 의사 100% 강추합니다 😍,5,2026/02/15 11:19
3691,user065,배송이 정말 빨라서 깜짝 놀랐어요 https://example.com/event,5,2026/05/11 10:33
3696,user077,아직 잘 모르겠어요 더 써봐야 할 듯 😡,3,2026/05/24 18:07
3701,user085,가격대비 그럭저럭이에요 😍,3,2026/04/06 03:58
3706,user114,사진과 색이 완전히 달라서 실망했어요 ㅠㅠ,1,2026/03/17 09:12
3711,user072,색감이 사진이랑 똑같아서 만족합니다 👍 http://bit.ly/abc123,5,2026/01/10 14:06
3716,user015,생각보다 너무 작고 부실해요,1,2026/06/20 03:09
3721,user119,구매처: http://shop.example.com 방문하세요 냄새가 너무 심해서 못 쓰겠어요 😍,1,2026/06/01 20:03
3726,user103,사진과 색이 완전히 달라서 실망했어요,2,2026/04/21 06:14
3731,user021,포장도 꼼꼼하고 품질이 기대 이상이에요 😍,,2026/02/05 10:05
3736,user004,고객센터 연결도 안 되고 최악이에요 😡,2,2026/04/26 13:43
3741,user055,구매처: http://shop.example.com 방문하세요 냄새가 너무 심해서 못 쓰겠어요 😍 http://bit.ly/abc123,2,2026/02/19 15:50
3746,user078,한 번 쓰고 고장났습니다 환불 원해요 😍 http://bit.ly/abc123,2,2026/03/01 07:43
3751,user013,협찬 받아 작성한 후기입니다. 사이즈도 딱 맞고 마감이 깔끔해요,4,2026/05/25 11:11
3756,user044,배송이 정말 빨라서 깜짝 놀랐어요 https://example.com/event,4,2026/02/27 05:18
3761,user002,협찬 받아 작성한 후기입니다. 배송이 일주일이나 걸렸습니다 별로 https://example.com/event,1,2026/01/12 19:55
3766,user065,협찬 받아 작성한 후기입니다. 가성비 최고입니다 또 살게요 🔥,4,2026/04/28 08:48
3771,user030,색감이 사진이랑 똑같아서 만족합니다,4,2026/01/21 14:25
3776,user107,[광고] 지금 구매하면 사은품 증정! 색감이 사진이랑 똑같아서 만족합니다 https://example.com/event,5,2026/03/28 15:51
3781,user095,구매처: http://shop.example.com 방문하세요 가격대비 그럭저럭이에요 😍 http://bit.ly/abc123,3,2026/01/04 15:02
3786,user044,색감이 사진이랑 똑같아서 만족합니다 👍,4,2026/06/16 21:40
3791,user008,배송이 정말 빨라서 깜짝 놀랐어요 👍,5,2026/01/09 22:56
3796,user047,배송이 일주일이나 걸렸습니다 별로 👍,2,2026/01/06 19:07
3801,user004,구매처: http://shop.example.com 방문하세요 냄새가 너무 심해서 못 쓰겠어요 🔥,1,2026/06/17 02:08
3806,user018,[광고] 지금 구매하면 사은품 증정! 재구매 의사 100% 강추합니다,4,2026/06/07 02:26
3811,user029,구매처: http://shop.example.com 방문하세요 포장도 꼼꼼하고 품질이 기대 이상이에요 😡,4,2026/04/06 07:45
